order_id,delivery_time,dest_id,num,order_id,order_type,ori_id,pickup_time,ox,oy,dx,dy,olng,olat,dlng,dlat
E0924,312,B3199,6,E0924,1,S249,222,-157.236924116,-4458.0593055,557.168643638,-4775.4676235,121.43196,31.13725,121.439461,31.134386
E0925,393,B4790,5,E0925,1,S249,303,-157.236924116,-4458.0593055,796.224499533,-3964.99030873,121.43196,31.13725,121.441971,31.141699
E0926,307,B5981,2,E0926,1,S249,217,-157.236924116,-4458.0593055,-96.8538911957,-4100.53164005,121.43196,31.13725,121.432594,31.140476
E0927,383,B5981,6,E0927,1,S249,293,-157.236924116,-4458.0593055,-96.8538911957,-4100.53164005,121.43196,31.13725,121.432594,31.140476
E0928,324,B4596,1,E0928,1,S001,234,-25717.1652294,12922.9276049,-20604.6081201,12047.3948842,121.16359,31.29408,121.21727,31.28618
E0929,498,B1207,1,E0929,1,S003,408,-23197.078398,-13838.4503793,-22524.3885533,-13582.8834863,121.19005,31.05261,121.197113,31.054916
E0930,348,B0318,1,E0930,1,S015,258,-22375.1453158,-14175.3642363,-22009.2279459,-14084.0428488,121.19868,31.04957,121.202522,31.050394
E0931,615,B0137,8,E0931,1,S250,525,-157.236924116,3430.6013352,76.1044491678,2523.48294037,121.43196,31.20843,121.43441,31.200245
E0932,683,B7639,12,E0932,1,S250,593,-157.236924116,3430.6013352,-140.379200414,3454.87243215,121.43196,31.20843,121.432137,31.208649
E0933,560,B1348,9,E0933,1,S251,470,-121.045200912,4324.97463347,-1103.17427899,5148.86200637,121.43234,31.2165,121.422028,31.223934
E0934,622,B7639,12,E0934,1,S251,532,-121.045200912,4324.97463347,-140.379200414,3454.87243215,121.43234,31.2165,121.432137,31.208649
E0935,683,B8706,3,E0935,1,S252,593,-120.092787145,-17560.018577,-2218.64128467,-18886.5060624,121.43235,31.01903,121.410316,31.007061
E0936,599,B0340,2,E0936,1,S253,509,-52.4714095779,-18252.6868687,433.640577864,-16982.7211159,121.43306,31.01278,121.438164,31.024239
E0937,603,B0340,2,E0937,1,S253,513,-52.4714095779,-18252.6868687,433.640577864,-16982.7211159,121.43306,31.01278,121.438164,31.024239
E0938,424,B7893,2,E0938,1,S254,334,-29.6134791337,6429.57797102,-309.718368452,6941.59837226,121.4333,31.23549,121.430359,31.24011
E0939,365,B6719,1,E0939,1,S255,275,-13.42244507,-3810.83005372,-301.051403161,-3897.82919116,121.43347,31.14309,121.43045,31.142305
E0940,713,B4556,1,E0940,1,S256,623,11.3403129131,5425.48601535,-1499.18792394,4602.48525786,121.43373,31.22643,121.41787,31.219004
E0941,662,B0318,2,E0941,1,S015,572,-22375.1453158,-14175.3642363,-22009.2279459,-14084.0428488,121.19868,31.04957,121.202522,31.050394
E0942,582,B0957,1,E0942,1,S256,492,11.3403129131,5425.48601535,-394.006986966,5686.59425459,121.43373,31.22643,121.429474,31.228786
E0943,460,B2978,2,E0943,1,S257,370,104.676862223,4268.45290087,-185.428371664,4325.30711425,121.43471,31.21599,121.431664,31.216503
E0944,376,B7007,2,E0944,1,S257,286,104.676862223,4268.45290087,-242.858921904,3889.64646549,121.43471,31.21599,121.431061,31.212572
E0945,520,B2582,2,E0945,1,S258,430,114.200999908,4722.84330023,-508.868087448,5330.61816612,121.43481,31.22009,121.428268,31.225574
E0946,376,B3756,3,E0946,1,S258,286,114.200999908,4722.84330023,47.0558292288,6521.78597402,121.43481,31.22009,121.434105,31.236322
E0947,636,B7817,1,E0947,1,S258,546,114.200999908,4722.84330023,-1673.57488495,3932.31483226,121.43481,31.22009,121.416039,31.212957
E0948,531,B1066,2,E0948,1,S259,441,231.347893436,5280.30274141,1610.72875436,4186.21932127,121.43604,31.22512,121.450523,31.215248
E0949,305,B2582,3,E0949,1,S259,215,231.347893436,5280.30274141,-508.868087448,5330.61816612,121.43604,31.22512,121.428268,31.225574
E0950,576,B2942,2,E0950,1,S259,486,231.347893436,5280.30274141,677.744226731,7199.27097678,121.43604,31.22512,121.440727,31.242435
E0951,716,B0318,1,E0951,1,S015,626,-22375.1453158,-14175.3642363,-22009.2279459,-14084.0428488,121.19868,31.04957,121.202522,31.050394
E0952,560,B4849,2,E0952,1,S259,470,231.347893436,5280.30274141,587.645884233,3566.91845501,121.43604,31.22512,121.439781,31.20966
E0953,389,B5308,1,E0953,1,S259,299,231.347893436,5280.30274141,674.886985427,4542.19540975,121.43604,31.22512,121.440697,31.21846
E0954,366,B7397,1,E0954,1,S259,276,231.347893436,5280.30274141,-827.83145852,4212.70695675,121.43604,31.22512,121.424919,31.215487
E0955,582,B5308,1,E0955,1,S260,492,260.872720258,4788.23118697,674.886985427,4542.19540975,121.43635,31.22068,121.440697,31.21846
E0956,618,B0265,6,E0956,1,S261,528,276.111340554,-16790.8797059,-1240.51234441,-19423.0192144,121.43651,31.02597,121.420586,31.00222
E0957,718,B0423,5,E0957,1,S261,628,276.111340554,-16790.8797059,-3418.30166747,-20135.1930452,121.43651,31.02597,121.39772,30.995794
E0958,532,B9020,5,E0958,1,S261,442,276.111340554,-16790.8797059,-1034.88621179,-19331.9194807,121.43651,31.02597,121.422745,31.003042
E0959,438,B0105,2,E0959,1,S262,348,277.063754324,1224.03722511,2136.08018906,-256.278034484,121.43652,31.18852,121.456039,31.175163
E0960,588,B5685,1,E0960,1,S262,498,277.063754324,1224.03722511,1295.38455561,1509.859869,121.43652,31.18852,121.447212,31.191099
E0961,332,B3434,1,E0961,1,S015,242,-22375.1453158,-14175.3642363,-20882.2367336,-14078.7231563,121.19868,31.04957,121.214355,31.050442
E0962,370,B0711,1,E0962,1,S262,280,277.063754324,1224.03722511,1144.99842156,891.556445086,121.43652,31.18852,121.445633,31.18552
E0963,323,B8301,1,E0963,1,S262,233,277.063754324,1224.03722511,1033.85173477,664.361245404,121.43652,31.18852,121.444466,31.18347
E0964,364,B9019,3,E0964,1,S262,274,277.063754324,1224.03722511,1348.43400251,762.664729364,121.43652,31.18852,121.447769,31.184357
E0965,414,B2804,2,E0965,1,S263,324,331.351339128,-3006.22656606,498.976162383,-2882.76536975,121.43709,31.15035,121.43885,31.151464
E0966,683,B4512,1,E0966,1,S263,593,331.351339128,-3006.22656606,-1161.36676025,-3612.89316268,121.43709,31.15035,121.421417,31.144876
E0967,398,B5507,3,E0967,1,S263,308,331.351339128,-3006.22656606,2205.8921183,-2789.44909749,121.43709,31.15035,121.456772,31.152306
E0968,403,B5946,2,E0968,1,S263,313,331.351339128,-3006.22656606,372.590855304,276.688655894,121.43709,31.15035,121.437523,31.179972
E0969,308,B6446,2,E0969,1,S263,218,331.351339128,-3006.22656606,60.8658288717,-2973.42179577,121.43709,31.15035,121.43425,31.150646
E0970,616,B0739,1,E0970,1,S263,526,331.351339128,-3006.22656606,1887.59543687,-2641.71680423,121.43709,31.15035,121.45343,31.153639
E0971,445,B1846,3,E0971,1,S264,355,414.211336989,-94.8032023185,-988.408419888,-291.964304873,121.43796,31.17662,121.423233,31.174841
E0972,385,B3434,3,E0972,1,S015,295,-22375.1453158,-14175.3642363,-20882.2367336,-14078.7231563,121.19868,31.04957,121.214355,31.050442
E0973,669,B2971,3,E0973,1,S265,579,464.689266717,7500.1660827,148.773619704,7426.79865724,121.43849,31.24515,121.435173,31.244488
E0974,455,B4354,2,E0974,1,S265,365,464.689266717,7500.1660827,-303.908644464,7492.51902476,121.43849,31.24515,121.43042,31.245081
E0975,309,B5144,2,E0975,1,S265,219,464.689266717,7500.1660827,464.879749471,7558.46104613,121.43849,31.24515,121.438492,31.245676
E0976,458,B0574,2,E0976,1,S265,368,464.689266717,7500.1660827,698.792571016,7614.4286441,121.43849,31.24515,121.440948,31.246181
E0977,627,B8429,1,E0977,1,S265,537,464.689266717,7500.1660827,775.84284489,7029.81660589,121.43849,31.24515,121.441757,31.240906
E0978,315,B8458,2,E0978,1,S265,225,464.689266717,7500.1660827,1174.0470415,8395.31516945,121.43849,31.24515,121.445938,31.253227
E0979,647,B8523,2,E0979,1,S265,557,464.689266717,7500.1660827,998.23145983,7616.75600956,121.43849,31.24515,121.444092,31.246202
E0980,386,B1506,2,E0980,1,S266,296,470.403749328,15923.01251,1006.23173549,15585.2120375,121.43855,31.32115,121.444176,31.318102
E0981,660,B3137,2,E0981,1,S266,570,470.403749328,15923.01251,-3456.01725271,-9059.81495489,121.43855,31.32115,121.397324,31.095728
E0982,709,B4145,2,E0982,1,S266,619,470.403749328,15923.01251,1131.95035293,14153.106491,121.43855,31.32115,121.445496,31.30518
E0983,403,B3434,5,E0983,1,S015,313,-22375.1453158,-14175.3642363,-20882.2367336,-14078.7231563,121.19868,31.04957,121.214355,31.050442
E0984,688,B4474,2,E0984,1,S266,598,470.403749328,15923.01251,950.229805902,15191.5547939,121.43855,31.32115,121.443588,31.31455
E0985,430,B9167,3,E0985,1,S266,340,470.403749328,15923.01251,-397.626159286,15396.8062621,121.43855,31.32115,121.429436,31.316402
E0986,434,B7036,12,E0986,1,S267,344,480.880300784,1294.96645818,-332.290574767,1563.38927459,121.43866,31.18916,121.430122,31.191582
E0987,595,B5308,3,E0987,1,S268,505,552.311333422,4933.41446091,674.886985427,4542.19540975,121.43941,31.22199,121.440697,31.21846
E0988,517,B8708,5,E0988,1,S269,427,555.168574724,5340.14928181,1301.95621061,4417.51511724,121.43944,31.22566,121.447281,31.217335
E0989,687,B6429,2,E0989,1,S270,597,583.74098778,10396.0736767,1439.96096566,11337.215938,121.43974,31.27128,121.44873,31.279772
E0990,638,B8595,1,E0990,1,S271,548,717.078915371,12201.4443122,-2161.87742406,13988.1960241,121.44114,31.28757,121.410912,31.303692
E0991,684,B0186,1,E0991,1,S272,594,844.702360353,-63.7716628499,1246.71621204,1207.63483996,121.44248,31.1769,121.446701,31.188372
E0992,688,B3435,1,E0992,1,S015,598,-22375.1453158,-14175.3642363,-21148.9125888,-13311.5791698,121.19868,31.04957,121.211555,31.057364
E0993,306,B0519,1,E0993,1,S272,216,844.702360353,-63.7716628499,326.779753037,-263.481784718,121.44248,31.1769,121.437042,31.175098
E0994,519,B5340,1,E0994,1,S272,429,844.702360353,-63.7716628499,2022.07626097,-1086.37171528,121.44248,31.1769,121.454842,31.167673
E0995,546,B6386,1,E0995,1,S272,456,844.702360353,-63.7716628499,1988.6465377,1177.37908898,121.44248,31.1769,121.454491,31.188099
E0996,700,B6652,2,E0996,1,S272,610,844.702360353,-63.7716628499,580.407539591,-468.289945212,121.44248,31.1769,121.439705,31.17325
E0997,709,B2876,11,E0997,1,S273,619,854.226498034,6277.74508148,388.591406612,5884.53114564,121.44258,31.23412,121.437691,31.230572
E0998,455,B6322,8,E0998,1,S273,365,854.226498034,6277.74508148,-367.148918692,6148.29923112,121.44258,31.23412,121.429756,31.232952
E0999,408,B7044,15,E0999,1,S273,318,854.226498034,6277.74508148,504.119196735,4978.07771236,121.44258,31.23412,121.438904,31.222393
E1000,701,B4098,1,E1000,1,S274,611,862.798221953,-2342.37327528,-965.836213574,-4411.40116937,121.44267,31.15634,121.42347,31.137671
E1001,318,B0483,2,E1001,1,S274,228,862.798221953,-2342.37327528,1248.9067637,-1331.1883963,121.44267,31.15634,121.446724,31.165464
E1002,645,B0483,3,E1002,1,S274,555,862.798221953,-2342.37327528,1248.9067637,-1331.1883963,121.44267,31.15634,121.446724,31.165464
E1003,410,B4968,1,E1003,1,S274,320,862.798221953,-2342.37327528,-519.725604407,-3071.06031817,121.44267,31.15634,121.428154,31.149765
E1004,644,B4968,1,E1004,1,S274,554,862.798221953,-2342.37327528,-519.725604407,-3071.06031817,121.44267,31.15634,121.428154,31.149765
E1005,356,B5734,1,E1005,1,S274,266,862.798221953,-2342.37327528,612.408642214,-1210.05456545,121.44267,31.15634,121.440041,31.166557
E1006,446,B5734,1,E1006,1,S274,356,862.798221953,-2342.37327528,612.408642214,-1210.05456545,121.44267,31.15634,121.440041,31.166557
E1007,653,B6755,2,E1007,1,S274,563,862.798221953,-2342.37327528,137.154171729,-3850.39526654,121.44267,31.15634,121.435051,31.142733
E1008,341,B7281,3,E1008,1,S274,251,862.798221953,-2342.37327528,1041.09007942,-2337.49689051,121.44267,31.15634,121.444542,31.156384
E1009,635,B7281,3,E1009,1,S274,545,862.798221953,-2342.37327528,1041.09007942,-2337.49689051,121.44267,31.15634,121.444542,31.156384
E1010,396,B8344,2,E1010,1,S274,306,862.798221953,-2342.37327528,-4253.85426658,-10133.2845667,121.44267,31.15634,121.388947,31.086042
E1011,707,B2804,1,E1011,1,S275,617,926.60994444,-2372.29654548,498.976162383,-2882.76536975,121.44334,31.15607,121.43885,31.151464
E1012,433,B0483,2,E1012,1,S275,343,926.60994444,-2372.29654548,1248.9067637,-1331.1883963,121.44334,31.15607,121.446724,31.165464
E1013,521,B7281,1,E1013,1,S275,431,926.60994444,-2372.29654548,1041.09007942,-2337.49689051,121.44334,31.15607,121.444542,31.156384
E1014,580,B7281,1,E1014,1,S275,490,926.60994444,-2372.29654548,1041.09007942,-2337.49689051,121.44334,31.15607,121.444542,31.156384
E1015,535,B5640,1,E1015,1,S276,445,930.419599516,7098.97260814,1315.00427924,7727.13962853,121.44338,31.24153,121.447418,31.247198
E1016,667,B0519,1,E1016,1,S277,577,985.65959809,-765.3061087,326.779753037,-263.481784718,121.44396,31.17057,121.437042,31.175098
E1017,637,B5716,1,E1017,1,S277,547,985.65959809,-765.3061087,912.514220666,-272.347938851,121.44396,31.17057,121.443192,31.175018
E1018,381,B5830,2,E1018,1,S277,291,985.65959809,-765.3061087,549.835057624,-775.613012881,121.44396,31.17057,121.439384,31.170477
E1019,452,B4086,2,E1019,1,S278,362,1118.04511191,-765.3061087,115.34389643,838.692001063,121.44535,31.17057,121.434822,31.185043
E1020,341,B5295,2,E1020,1,S279,251,1141.85545612,16396.2434869,1940.64488377,16410.2076796,121.4456,31.32542,121.453987,31.325546
E1021,651,B6740,4,E1021,1,S279,561,1141.85545612,16396.2434869,1188.61897216,15074.7432132,121.4456,31.32542,121.446091,31.313496
E1022,575,B8322,2,E1022,1,S279,485,1141.85545612,16396.2434869,1738.63792347,16560.9322999,121.4456,31.32542,121.451866,31.326906
E1023,665,B5090,7,E1023,1,S280,575,1155.18924888,17473.4812142,1247.47814305,16594.7345126,121.44574,31.33514,121.446709,31.327211
E1024,426,B1066,2,E1024,1,S281,336,1158.04649019,5036.48350272,1610.72875436,4186.21932127,121.44577,31.22292,121.450523,31.215248
E1025,682,B2876,2,E1025,1,S281,592,1158.04649019,5036.48350272,388.591406612,5884.53114564,121.44577,31.22292,121.437691,31.230572
E1026,463,B8828,1,E1026,1,S282,373,1176.14235179,1836.91012962,1190.80952382,1866.05761134,121.44596,31.19405,121.446114,31.194313
E1027,459,B1135,2,E1027,1,S283,369,1198.04786846,2581.66707688,1583.10875507,2558.94755691,121.44619,31.20077,121.450233,31.200565
E1028,309,B3009,3,E1028,1,S283,219,1198.04786846,2581.66707688,1047.66173442,2524.36955579,121.44619,31.20077,121.444611,31.200253
E1029,620,B1207,7,E1029,1,S003,530,-23197.078398,-13838.4503793,-22524.3885533,-13582.8834863,121.19005,31.05261,121.197113,31.054916
E1030,357,B3009,1,E1030,1,S283,267,1198.04786846,2581.66707688,1047.66173442,2524.36955579,121.44619,31.20077,121.444611,31.200253
E1031,664,B3009,1,E1031,1,S283,574,1198.04786846,2581.66707688,1047.66173442,2524.36955579,121.44619,31.20077,121.444611,31.200253
E1032,328,B3626,7,E1032,1,S283,238,1198.04786846,2581.66707688,1211.85786811,2215.27325729,121.44619,31.20077,121.446335,31.197464
E1033,692,B2607,3,E1033,1,S284,602,1216.14373006,1774.84705068,1565.67958311,965.810485959,121.44638,31.19349,121.45005,31.18619
E1034,675,B7591,1,E1034,1,S285,585,1239.95407428,16238.869251,976.421184534,17346.0302485,121.44663,31.324,121.443863,31.33399
E1035,592,B3651,1,E1035,1,S286,502,1250.43062573,16227.7865583,2142.65184407,17884.6491121,121.44674,31.3239,121.456108,31.33885
E1036,323,B0208,2,E1036,1,S287,233,1282.81269386,-5637.25780532,1583.10875507,-5695.99607646,121.44708,31.12661,121.450233,31.12608
E1037,682,B2323,19,E1037,1,S288,592,1446.62786204,13465.9795456,1809.87847335,12294.7605845,121.4488,31.29898,121.452614,31.288412
E1038,697,B5379,1,E1038,1,S289,607,1481.86717148,10264.189634,300.68361578,12074.879962,121.44917,31.27009,121.436768,31.286428
E1039,313,B4239,2,E1039,1,S015,223,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1040,643,B6083,1,E1040,1,S289,553,1481.86717148,10264.189634,1319.38538257,10437.966255,121.44917,31.27009,121.447464,31.271658
E1041,631,B8143,1,E1041,1,S289,541,1481.86717148,10264.189634,669.07726144,10319.8247512,121.44917,31.27009,121.440636,31.270592
E1042,468,B9081,1,E1042,1,S289,378,1481.86717148,10264.189634,1583.87068609,9475.54522375,121.44917,31.27009,121.450241,31.262974
E1043,719,B0242,2,E1043,1,S290,629,1547.58372151,8877.74478127,2000.93267531,8898.46941655,121.44986,31.25758,121.45462,31.257767
E1044,698,B4861,4,E1044,1,S291,608,1577.10854833,-15817.8192897,1794.63985306,-15607.0264751,121.45017,31.03475,121.452454,31.036652
E1045,300,B6559,1,E1045,1,S291,210,1577.10854833,-15817.8192897,2518.28383436,-15763.2924417,121.45017,31.03475,121.460052,31.035242
E1046,342,B7351,1,E1046,1,S291,252,1577.10854833,-15817.8192897,1725.58985484,-16159.6095315,121.45017,31.03475,121.451729,31.031666
E1047,672,B7351,2,E1047,1,S291,582,1577.10854833,-15817.8192897,1725.58985484,-16159.6095315,121.45017,31.03475,121.451729,31.031666
E1048,328,B4239,4,E1048,1,S015,238,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1049,330,B8716,1,E1049,1,S291,240,1577.10854833,-15817.8192897,2002.45653734,-15714.8610748,121.45017,31.03475,121.454636,31.035679
E1050,385,B0313,1,E1050,1,S292,295,1599.014065,5672.63006183,1700.16040722,5545.06826923,121.4504,31.22866,121.451462,31.227509
E1051,310,B0105,1,E1051,1,S293,220,1659.96854619,787.379134012,2136.08018906,-256.278034484,121.45104,31.18458,121.456039,31.175163
E1052,686,B4250,2,E1052,1,S293,596,1659.96854619,787.379134012,1686.35040758,1297.40465057,121.45104,31.18458,121.451317,31.189182
E1053,535,B1282,3,E1053,1,S294,445,1691.39820055,16868.3661945,-5732.57188356,15171.4951202,121.45137,31.32968,121.373421,31.314369
E1054,673,B1282,2,E1054,1,S294,583,1691.39820055,16868.3661945,-5732.57188356,15171.4951202,121.45137,31.32968,121.373421,31.314369
E1055,691,B1282,2,E1055,1,S294,601,1691.39820055,16868.3661945,-5732.57188356,15171.4951202,121.45137,31.32968,121.373421,31.314369
E1056,497,B3209,2,E1056,1,S294,407,1691.39820055,16868.3661945,-3781.55227878,15737.5990617,121.45137,31.32968,121.393906,31.319477
E1057,572,B3314,2,E1057,1,S294,482,1691.39820055,16868.3661945,-5376.55961689,14680.8643158,121.45137,31.32968,121.377159,31.309942
E1058,343,B4239,2,E1058,1,S015,253,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1059,622,B3314,1,E1059,1,S294,532,1691.39820055,16868.3661945,-5376.55961689,14680.8643158,121.45137,31.32968,121.377159,31.309942
E1060,371,B0005,2,E1060,1,S294,281,1691.39820055,16868.3661945,2207.32073895,11371.6831122,121.45137,31.32968,121.456787,31.280083
E1061,305,B4079,1,E1061,1,S294,215,1691.39820055,16868.3661945,-5140.36100231,15199.6451596,121.45137,31.32968,121.379639,31.314623
E1062,450,B4079,2,E1062,1,S294,360,1691.39820055,16868.3661945,-5140.36100231,15199.6451596,121.45137,31.32968,121.379639,31.314623
E1063,455,B4079,2,E1063,1,S294,365,1691.39820055,16868.3661945,-5140.36100231,15199.6451596,121.45137,31.32968,121.379639,31.314623
E1064,475,B4079,4,E1064,1,S294,385,1691.39820055,16868.3661945,-5140.36100231,15199.6451596,121.45137,31.32968,121.379639,31.314623
E1065,523,B4079,1,E1065,1,S294,433,1691.39820055,16868.3661945,-5140.36100231,15199.6451596,121.45137,31.32968,121.379639,31.314623
E1066,573,B4079,3,E1066,1,S294,483,1691.39820055,16868.3661945,-5140.36100231,15199.6451596,121.45137,31.32968,121.379639,31.314623
E1067,366,B0425,2,E1067,1,S294,276,1691.39820055,16868.3661945,-4511.86315647,15233.2257184,121.45137,31.32968,121.386238,31.314926
E1068,443,B5756,2,E1068,1,S294,353,1691.39820055,16868.3661945,-5350.36823826,15353.6945877,121.45137,31.32968,121.377434,31.316013
E1069,363,B4239,11,E1069,1,S015,273,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1070,503,B5756,2,E1070,1,S294,413,1691.39820055,16868.3661945,-5350.36823826,15353.6945877,121.45137,31.32968,121.377434,31.316013
E1071,664,B5756,6,E1071,1,S294,574,1691.39820055,16868.3661945,-5350.36823826,15353.6945877,121.45137,31.32968,121.377434,31.316013
E1072,503,B6390,4,E1072,1,S294,413,1691.39820055,16868.3661945,-5736.95298689,14643.0723338,121.45137,31.32968,121.373375,31.309601
E1073,567,B6390,4,E1073,1,S294,477,1691.39820055,16868.3661945,-5736.95298689,14643.0723338,121.45137,31.32968,121.373375,31.309601
E1074,307,B6406,2,E1074,1,S294,217,1691.39820055,16868.3661945,-4445.76564093,16462.0746813,121.45137,31.32968,121.386932,31.326014
E1075,441,B6442,2,E1075,1,S294,351,1691.39820055,16868.3661945,-5029.21431552,14922.6886698,121.45137,31.32968,121.380806,31.312124
E1076,632,B6442,1,E1076,1,S294,542,1691.39820055,16868.3661945,-5029.21431552,14922.6886698,121.45137,31.32968,121.380806,31.312124
E1077,628,B6776,2,E1077,1,S294,538,1691.39820055,16868.3661945,-4524.9112251,14958.8182479,121.45137,31.32968,121.386101,31.31245
E1078,365,B6827,3,E1078,1,S294,275,1691.39820055,16868.3661945,-5593.04326647,14891.4354765,121.45137,31.32968,121.374886,31.311842
E1079,524,B6827,3,E1079,1,S294,434,1691.39820055,16868.3661945,-5593.04326647,14891.4354765,121.45137,31.32968,121.374886,31.311842
E1080,388,B4239,4,E1080,1,S015,298,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1081,669,B6827,2,E1081,1,S294,579,1691.39820055,16868.3661945,-5593.04326647,14891.4354765,121.45137,31.32968,121.374886,31.311842
E1082,411,B7300,2,E1082,1,S294,321,1691.39820055,16868.3661945,-3496.78056199,9295.22981405,121.45137,31.32968,121.396896,31.261347
E1083,518,B7300,2,E1083,1,S294,428,1691.39820055,16868.3661945,-3496.78056199,9295.22981405,121.45137,31.32968,121.396896,31.261347
E1084,301,B7555,5,E1084,1,S294,211,1691.39820055,16868.3661945,-2486.7457605,14479.49179,121.45137,31.32968,121.407501,31.308125
E1085,445,B8393,1,E1085,1,S294,355,1691.39820055,16868.3661945,-5241.41210314,14938.7585742,121.45137,31.32968,121.378578,31.312269
E1086,456,B8393,1,E1086,1,S294,366,1691.39820055,16868.3661945,-5241.41210314,14938.7585742,121.45137,31.32968,121.378578,31.312269
E1087,417,B4239,6,E1087,1,S015,327,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1088,598,B8926,1,E1088,1,S294,508,1691.39820055,16868.3661945,-3382.68139253,15181.2478897,121.45137,31.32968,121.398094,31.314457
E1089,482,B9191,2,E1089,1,S294,392,1691.39820055,16868.3661945,-4769.11011534,15090.5914637,121.45137,31.32968,121.383537,31.313639
E1090,641,B9191,1,E1090,1,S294,551,1691.39820055,16868.3661945,-4769.11011534,15090.5914637,121.45137,31.32968,121.383537,31.313639
E1091,429,B0986,2,E1091,1,S294,339,1691.39820055,16868.3661945,-4810.54011427,14610.4892174,121.45137,31.32968,121.383102,31.309307
E1092,662,B0986,2,E1092,1,S294,572,1691.39820055,16868.3661945,-4810.54011427,14610.4892174,121.45137,31.32968,121.383102,31.309307
E1093,419,B6792,3,E1093,1,S295,329,1709.49406215,11698.2900651,967.658977864,11510.9925591,121.45156,31.28303,121.443771,31.28134
E1094,300,B9190,2,E1094,1,S296,210,1778.06785348,7946.7985972,254.110582501,8278.06028103,121.45228,31.24918,121.436279,31.252169
E1095,711,B1891,1,E1095,1,S297,621,1836.16509336,-16105.969299,-3862.22172497,5764.83806483,121.45289,31.03215,121.393059,31.229492
E1096,337,B1655,1,E1096,1,S298,247,2006.64715793,2401.0191864,3090.87499199,2064.1053293,121.45468,31.19914,121.466064,31.1961
E1097,431,B4239,4,E1097,1,S015,341,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1098,385,B1799,1,E1098,1,S298,295,2006.64715793,2401.0191864,2198.65377365,2492.22974705,121.45468,31.19914,121.456696,31.199963
E1099,386,B3009,1,E1099,1,S298,296,2006.64715793,2401.0191864,1047.66173442,2524.36955579,121.45468,31.19914,121.444611,31.200253
E1100,333,B4693,1,E1100,1,S298,243,2006.64715793,2401.0191864,2899.05885901,2341.72678063,121.45468,31.19914,121.46405,31.198605
E1101,325,B7987,2,E1101,1,S298,235,2006.64715793,2401.0191864,1833.1173693,2909.04981827,121.45468,31.19914,121.452858,31.203724
E1102,359,B7987,3,E1102,1,S298,269,2006.64715793,2401.0191864,1833.1173693,2909.04981827,121.45468,31.19914,121.452858,31.203724
E1103,718,B2115,3,E1103,1,S299,628,2018.07612315,4639.72310523,2780.67382759,4407.09738613,121.4548,31.21934,121.462807,31.217241
E1104,380,B0442,1,E1104,1,S299,290,2018.07612315,4639.72310523,2614.95383187,5925.31545465,121.4548,31.21934,121.461067,31.23094
E1105,311,B5722,1,E1105,1,S299,221,2018.07612315,4639.72310523,2489.99714544,3899.84254274,121.4548,31.21934,121.459755,31.212664
E1106,363,B5890,3,E1106,1,S299,273,2018.07612315,4639.72310523,1155.85593852,4598.38466158,121.4548,31.21934,121.445747,31.218967
E1107,304,B6028,2,E1107,1,S299,214,2018.07612315,4639.72310523,2074.36377687,4556.38125637,121.4548,31.21934,121.455391,31.218588
E1108,470,B4239,1,E1108,1,S015,380,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
E1109,378,B6028,2,E1109,1,S299,288,2018.07612315,4639.72310523,2074.36377687,4556.38125637,121.4548,31.21934,121.455391,31.218588
E1110,546,B6477,2,E1110,1,S299,456,2018.07612315,4639.72310523,2083.79267317,5528.11174945,121.4548,31.21934,121.45549,31.227356
E1111,330,B1280,8,E1111,1,S300,240,2020.93336445,4634.18175889,2477.61576645,4797.54064881,121.45483,31.21929,121.459625,31.220764
E1112,341,B1280,8,E1112,1,S300,251,2020.93336445,4634.18175889,2477.61576645,4797.54064881,121.45483,31.21929,121.459625,31.220764
E1113,520,B1280,17,E1113,1,S300,430,2020.93336445,4634.18175889,2477.61576645,4797.54064881,121.45483,31.21929,121.459625,31.220764
E1114,634,B1280,9,E1114,1,S300,544,2020.93336445,4634.18175889,2477.61576645,4797.54064881,121.45483,31.21929,121.459625,31.220764
E1115,710,B2115,12,E1115,1,S300,620,2020.93336445,4634.18175889,2780.67382759,4407.09738613,121.45483,31.21929,121.462807,31.217241
E1116,427,B2605,8,E1116,1,S300,337,2020.93336445,4634.18175889,3056.77857908,5900.60105,121.45483,31.21929,121.465706,31.230717
E1117,350,B0313,9,E1117,1,S300,260,2020.93336445,4634.18175889,1700.16040722,5545.06826923,121.45483,31.21929,121.451462,31.227509
E1118,701,B4239,2,E1118,1,S015,611,-22375.1453158,-14175.3642363,-22373.2404882,-14091.6899067,121.19868,31.04957,121.1987,31.050325
